city,lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
cabedelo,-6.9811,-34.8339,297.15,94,20,2.06,BR,1612680515
auki,-8.7676,160.7034,297.84,91,100,2.76,SB,1612680722
coihaique,-45.5752,-72.0662,282.43,80,8,2.04,CL,1612680502
mandera,3.9366,41.867,301.62,46,0,5.12,KE,1612680608
praia,14.9215,-23.5087,293.15,64,75,7.2,CV,1612680722
melilla,35.2937,-2.9383,284.15,58,20,4.52,ES,1612680723
jibuti,11.5,42.5,299.15,69,75,2.06,DJ,1612680723
porto novo,6.4965,2.6036,300.15,94,40,1.54,BJ,1612680670
dumai,1.6833,101.45,305.97,51,40,1.86,ID,1612680723
isangel,-19.55,169.2667,303.15,70,75,2.57,VU,1612680723
lasa,46.6166,10.7002,277.15,100,90,2.06,IT,1612680724
placido de castro,-10.3353,-67.1856,295.4,95,99,0.63,BR,1612680784
saint-pierre,-21.3393,55.4781,304.15,62,0,4.63,RE,1612680784
katsuura,35.1333,140.3,289.26,47,0,5.14,JP,1612680784
bandarban,22.1965,92.2262,301.83,25,0,3.31,BD,1612680784
bulungu,-4.55,18.6,298.98,76,75,0.75,CD,1612680785
cairns,-16.9167,145.7667,303.15,79,90,2.57,AU,1612680501
carlsbad,33.1581,-117.3506,285.93,93,90,0.81,US,1612680785
atar,20.5169,-13.0499,284.07,58,0,4.32,MR,1612680785
padang,-0.9492,100.3543,305.15,58,20,4.12,ID,1612680785
buenos aires,-34.6132,-58.3772,295.93,94,75,5.14,AR,1612680231
prince albert,53.2001,-105.7677,235.15,74,1,1.54,CA,1612680786
namatanai,-3.6667,152.4333,302.15,72,50,3.57,PG,1612680786
ilebo,-4.3167,20.5833,297.38,80,100,0.78,CD,1612680786
tubuala,9.5167,-79.0333,296.15,94,20,5.07,PA,1612680786
plettenberg bay,-34.0527,23.3716,295.63,68,0,4.04,ZA,1612680580
inuvik,68.3499,-133.7218,249.15,84,100,3.6,CA,1612680786
mecca,21.4267,39.8261,296.1,34,0,3.95,SA,1612680787
kirakira,-10.4544,161.9205,300.01,82,100,3.77,SB,1612680584
erenhot,43.6475,111.9767,266.05,92,0,4.23,CN,1612680787
hualmay,-11.0964,-77.6139,294.84,74,100,2.68,PE,1612680787
valle de allende,26.9333,-105.4,283.55,39,0,2.79,MX,1612680787
kaitangata,-46.2817,169.8464,291.48,78,0,2.68,NZ,1612680787
irtyshskiy,58.3333,68.1333,267.98,96,100,8.32,RU,1612680787
saint-jerome,45.7804,-74.0036,261.15,72,20,1.54,CA,1612680787
galesong,-5.3166,119.3661,304.15,66,20,4.63,ID,1612680603
belaya gora,68.5333,146.4167,237.62,84,0,0.57,RU,1612680788
tayshet,55.9342,98.0044,273.24,95,76,1.91,RU,1612680788
port hedland,-20.3167,118.5667,306.15,52,0,7.2,AU,1612680788
astana,51.1801,71.446,263.15,79,75,13.0,KZ,1612680731
qaqortoq,60.7167,-46.0333,279.15,33,75,10.8,GL,1612680788
biga,40.2281,27.2422,288.15,87,0,2.06,TR,1612680788
orange cove,36.6244,-119.3137,282.04,100,1,1.54,US,1612680788
raga,8.4596,25.678,292.65,26,0,3.53,SS,1612680789
georgetown,5.4112,100.3354,308.15,43,20,3.09,MY,1612680789
southbridge,42.0751,-72.0334,270.37,29,100,1.0,US,1612680789
kyren,51.6828,102.1408,268.7,88,1,0.65,RU,1612680789
fukue,32.6881,128.8419,288.15,55,20,4.12,JP,1612680789
sibolga,1.7427,98.7792,303.99,58,62,2.28,ID,1612680789
asau,46.4333,26.4,270.37,74,97,1.58,RO,1612680573
birjand,32.8663,59.2211,287.15,11,0,2.88,IR,1612680782
yarke pole,45.608,34.3172,272.74,87,100,3.7,UA,1612680790
baykit,61.67,96.37,269.12,95,100,2.41,RU,1612680790
meadow lake,34.8014,-106.5436,274.82,25,1,2.06,US,1612680790
mari-turek,56.7895,49.6235,253.36,90,100,6.35,RU,1612680790
qasigiannguit,68.8193,-51.1922,271.15,40,0,11.32,GL,1612680790
bamnet narong,15.4992,101.6897,306.58,28,0,3.42,TH,1612680791
samagaltay,50.6022,95.0047,261.92,90,0,2.63,RU,1612680791
ancud,-41.8697,-73.8203,285.37,71,0,2.06,CL,1612680791
pailon,-17.65,-62.75,295.15,94,94,2.06,BO,1612680791
iqaluit,63.7506,-68.5145,269.15,68,75,1.54,CA,1612680792
ust-kuyga,70.0167,135.6,239.32,82,75,1.99,RU,1612680852
kiruna,67.8557,20.2251,266.15,86,90,2.57,SE,1612680852
chacabuco,-34.6417,-60.4739,289.26,89,0,3.1,AR,1612680852
palestine,31.9216,35.2033,288.15,77,0,1.54,PS,1612680774
zyryanka,65.75,150.85,247.5,85,100,1.61,RU,1612680846
honiara,-9.4333,159.95,299.59,86,100,3.12,SB,1612680761
nuuk,64.1835,-51.7216,276.15,41,1,12.35,GL,1612680556
suzzara,44.9919,10.7431,282.59,94,100,0.45,IT,1612680853
sechura,-5.5569,-80.8222,296.9,68,85,4.47,PE,1612680854
nueve de julio,-35.4444,-60.8831,290.93,63,0,1.34,AR,1612680854
henties bay,-22.116,14.2845,290.93,89,100,1.34,NA,1612680851
zhigansk,66.7697,123.3711,238.32,82,100,7.17,RU,1612680854
leh,34.1667,77.5833,266.87,62,0,0.69,IN,1612680854
husavik,66.0449,-17.3389,274.15,69,90,1.54,IS,1612680855
aripuana,-9.1667,-60.6333,295.62,99,100,0.9,BR,1612680855
davila,18.4726,120.5763,304.15,70,75,5.14,PH,1612680855
umm lajj,25.0213,37.2685,294.84,42,0,6.91,SA,1612680855
mantua,45.1667,10.7833,282.59,95,100,4.47,IT,1612680856
saiha,22.4833,92.9667,299.27,18,0,2.94,IN,1612680856
marawi,7.9986,124.2928,300.37,86,100,0.89,PH,1612680856
bonthe,7.5264,-12.505,297.27,87,4,0.5,SL,1612680856
cartagena del chaira,1.3349,-74.8429,295.52,97,88,0.74,CO,1612680697
izhma,65.0083,53.9113,237.78,82,100,4.46,RU,1612680857
fortuna,40.5982,-124.1573,282.04,93,90,2.57,US,1612680857
santa lucia,27.9117,-15.5407,289.26,77,40,3.09,ES,1612680858
fayetteville,35.0527,-78.8784,277.15,87,90,3.6,US,1612680652
roald,62.5833,6.1333,267.15,58,0,4.12,NO,1612680858
port keats,-14.25,129.55,303.55,69,84,2.84,AU,1612680858
vaitape,-16.5167,-151.75,301.26,67,31,3.57,PF,1612680858
lavrentiya,65.5833,-171.0,248.72,78,0,0.66,RU,1612680830
guerrero negro,27.9769,-114.0611,288.5,67,1,2.12,MX,1612680859
alice springs,-23.7,133.8833,307.04,18,2,5.66,AU,1612680859
adrar,20.5022,-10.0711,283.07,51,26,4.56,MR,1612680859
nanortalik,60.1432,-45.2371,271.42,91,28,0.58,GL,1612680826
mehran,33.1222,46.1646,283.15,76,75,0.92,IR,1612680860
salalah,17.0151,54.0924,298.15,61,75,3.09,OM,1612680860
black river,18.0264,-77.8487,298.15,73,20,2.06,JM,1612680860
berlevag,70.8578,29.0864,269.4,91,100,11.16,NO,1612680860
chimbote,-9.0853,-78.5783,294.29,74,100,2.39,PE,1612680860
yangambi,0.8102,24.4336,298.87,48,40,1.49,CD,1612680861
ouagadougou,12.3642,-1.5383,295.15,30,99,1.03,BF,1612680861
correntina,-13.3433,-44.6367,293.54,92,100,1.3,BR,1612680788
asosa,10.0667,34.5333,296.22,19,37,2.28,ET,1612680861
ariquemes,-9.9133,-63.0408,295.57,98,100,0.41,BR,1612680611
vostok,46.4856,135.8833,253.08,91,100,2.24,RU,1612680862
lambarene,-0.7001,10.2406,298.38,89,100,0.27,GA,1612680862
kenai,60.5544,-151.2583,263.15,85,90,2.57,US,1612680832
lebyazhye,55.2689,66.4947,261.6,94,100,11.1,RU,1612680862
isetskoye,56.4858,65.3226,261.86,94,100,10.8,RU,1612680863
soto la marina,23.7667,-98.2167,289.26,93,0,0.45,MX,1612680863
whakatane,-37.9585,176.9854,290.61,77,52,2.75,NZ,1612680761
bridgton,44.0548,-70.7128,264.82,73,12,1.43,US,1612680923
nelson bay,-32.7167,152.15,299.26,78,0,8.23,AU,1612680924
tilichiki,60.4667,166.1,265.09,90,100,6.08,RU,1612680924
paamiut,61.994,-49.6678,272.18,84,100,1.43,GL,1612680924
chernenko,44.365,39.3103,273.02,98,100,1.46,RU,1612680924
teruel,40.6667,-0.6667,282.15,93,75,4.63,ES,1612680924
la ronge,55.1001,-105.2842,238.15,61,0,2.57,CA,1612680925
olinda,-8.0089,-34.8553,297.15,83,40,1.54,BR,1612680852
gorele,41.0308,39.0031,285.15,58,0,1.03,TR,1612680925
luderitz,-26.6481,15.1594,296.66,47,0,11.11,NA,1612680925
te anau,-45.4167,167.7167,291.75,59,43,2.37,NZ,1612680925
uvat,59.1433,68.8953,272.44,98,100,7.09,RU,1612680926
cabra,37.4725,-4.4421,280.93,80,100,1.52,ES,1612680926
yehualtepec,18.7833,-97.65,286.12,46,100,1.57,MX,1612680926
vryburg,-26.9566,24.7284,294.57,70,0,2.33,ZA,1612680926
amahai,-3.3333,128.9167,303.36,69,90,1.92,ID,1612680927
binghamton,42.0987,-75.918,264.82,73,100,1.28,US,1612680833
mvomero,-6.25,38.6667,303.15,70,40,4.12,TZ,1612680927
manokwari,-0.8667,134.0833,300.53,78,100,0.95,ID,1612680803
hofn,64.2539,-15.2082,274.32,89,100,7.53,IS,1612680824
haapiti,-17.5667,-149.8667,297.15,73,75,2.06,PF,1612680928
sengiley,53.9622,48.7944,252.15,71,99,6.0,RU,1612680928
port-gentil,-0.7193,8.7815,297.15,100,75,1.03,GA,1612680928
saint-philippe,-21.3585,55.7679,304.15,62,0,4.63,RE,1612680929
kajaani,64.2273,27.7285,264.15,86,90,2.57,FI,1612680929
krasnovishersk,60.4078,57.082,253.83,90,100,2.86,RU,1612680929
coquimbo,-29.9533,-71.3436,287.15,82,0,2.06,CL,1612680783
mombetsu,44.3525,143.3525,264.15,86,75,3.6,JP,1612680930
ojinaga,29.5667,-104.4167,284.15,17,1,4.63,MX,1612680843
terney,45.0503,136.6092,261.64,83,0,5.13,RU,1612680930
le locle,47.0595,6.7523,281.15,93,75,1.03,CH,1612680930
oussouye,12.485,-16.5469,291.15,72,0,3.09,SN,1612680930
okhotsk,59.3833,143.3,260.67,85,100,11.75,RU,1612680931
kondinskoye,59.6481,67.41,273.02,99,100,5.74,RU,1612680931
san jose,37.3394,-121.895,284.15,71,40,0.32,US,1612680767
sao raimundo nonato,-9.0153,-42.6994,294.01,92,100,1.6,BR,1612680931
dunmore town,25.5,-76.65,297.39,88,0,8.37,BS,1612680932
broken hill,-31.95,141.4333,300.15,29,0,5.66,AU,1612680884
itarema,-2.9248,-39.9167,297.2,90,10,3.55,BR,1612680850
hearst,49.6835,-83.6665,244.15,76,28,2.06,CA,1612680932
bundaberg,-24.85,152.35,304.15,51,18,7.72,AU,1612680688
hami,42.8,93.45,280.14,47,0,0.95,CN,1612680933
conceicao do araguaia,-8.2578,-49.2647,295.65,93,97,0.65,BR,1612680933
maryville,35.7565,-83.9705,275.93,100,90,1.54,US,1612680933
bintulu,3.1667,113.0333,303.15,84,40,3.09,MY,1612680933
tokonou,9.65,-9.7833,292.37,26,33,0.48,GN,1612680933
ewa beach,21.3156,-158.0072,295.15,60,1,1.54,US,1612680934
bilibino,68.0546,166.4372,252.79,75,0,1.68,RU,1612680934
eyl,7.9803,49.8164,300.79,58,54,7.63,SO,1612680934
praia da vitoria,38.7333,-27.0667,289.15,94,75,6.07,PT,1612680994
jumla,29.2747,82.1838,286.28,31,0,2.4,NP,1612680994
buzmeyin,38.0507,58.2056,283.15,87,90,3.09,TM,1612680995
denpasar,-8.65,115.2167,305.15,66,20,3.09,ID,1612680958
robertsport,6.7533,-11.3686,298.32,88,99,1.2,LR,1612680995
felipe carrillo puerto,19.5833,-88.05,295.33,99,29,1.14,MX,1612680995
acajutla,13.5928,-89.8275,297.2,69,0,2.29,SV,1612680996
dunedin,-45.8742,170.5036,289.82,79,1,2.68,NZ,1612680890
talcahuano,-36.7167,-73.1167,288.15,94,90,3.6,CL,1612680996
buchanan,5.8808,-10.0467,297.15,94,40,0.74,LR,1612680996
bosaso,11.2842,49.1816,298.15,78,40,2.06,SO,1612680997
bachaquero,9.9694,-71.1494,299.0,72,100,2.19,VE,1612680997
emerald,-23.5333,148.1667,311.15,32,40,4.12,AU,1612680997
mahanoro,-19.9,48.8,303.35,63,100,5.43,MG,1612680997
ishinomaki,38.4167,141.3,280.15,57,75,8.75,JP,1612680998
sobolevo,54.4299,31.8996,253.92,92,0,4.02,RU,1612680998
zabol,32.25,67.25,286.72,34,0,0.86,AF,1612680998
sao jose da coroa grande,-8.8978,-35.1478,298.13,84,9,3.35,BR,1612680998
xichang,27.8964,102.2634,291.95,30,13,2.71,CN,1612680998
batesville,35.7698,-91.641,275.15,93,90,2.57,US,1612680998
newport,51.5877,-2.9984,277.04,88,100,10.38,GB,1612680999
sao miguel do araguaia,-13.275,-50.1628,294.73,99,100,2.72,BR,1612680999
kawalu,-7.3817,108.2082,299.6,80,83,0.83,ID,1612680807
rawson,-43.3002,-65.1023,287.45,67,98,5.67,AR,1612680836
tuatapere,-46.1333,167.6833,289.82,75,100,1.58,NZ,1612680837
jiazi,22.8779,116.067,295.63,55,0,6.69,CN,1612681000
kirby,29.4633,-98.3856,286.15,40,1,3.6,US,1612681000
lichinga,-13.3128,35.2406,294.7,86,100,2.98,MZ,1612681000
santo estevao,-12.4303,-39.2514,296.92,85,100,1.5,BR,1612681000
san ramon,37.7799,-121.978,284.26,61,1,2.06,US,1612681001
ozernovskiy,51.5,156.5167,268.18,97,100,3.07,RU,1612681001
cuamba,-14.8031,36.5372,300.27,77,93,0.73,MZ,1612681001
florianopolis,-27.6146,-48.5012,291.15,94,0,1.54,BR,1612681001
chitral,35.8462,71.7858,285.71,40,0,2.86,PK,1612681001
aasiaat,68.7098,-52.8699,267.62,88,0,9.04,GL,1612681002
bryanka,48.511,38.6722,263.62,81,0,4.97,UA,1612681002
togur,58.3631,82.8265,273.73,94,100,6.85,RU,1612681002
nakamura,32.9833,132.9333,287.84,52,0,3.98,JP,1612681003
sao filipe,14.8961,-24.4956,293.53,73,18,6.51,CV,1612681003
immokalee,26.4187,-81.4173,295.93,94,75,3.6,US,1612681003
yar-sale,66.8333,70.8333,246.36,88,100,10.0,RU,1612681003
vila do maio,15.1333,-23.2167,293.15,64,75,7.2,CV,1612681003
envira,-7.3,-70.2167,295.09,98,100,0.3,BR,1612681004
mandalgovi,45.7625,106.2708,267.04,78,0,5.62,MN,1612681004
ahome,25.9167,-109.1833,283.71,89,0,1.69,MX,1612681004
klaksvik,62.2266,-6.589,275.15,69,75,5.66,FO,1612681004
carupano,10.6678,-63.2585,296.16,86,100,3.59,VE,1612681004
kamaishi,39.2667,141.8833,277.15,70,40,3.6,JP,1612681005
karaj,35.8355,51.0103,282.15,93,90,3.09,IR,1612681005
santo antonio do sudoeste,-26.0736,-53.7253,287.76,75,0,2.29,BR,1612681005
natal,-5.795,-35.2094,297.15,94,20,2.06,BR,1612680994
porto velho,-8.7619,-63.9039,297.15,94,40,0.51,BR,1612681066
sabha,27.0377,14.4283,287.92,32,96,6.94,LY,1612681066
spearfish,44.4908,-103.8594,257.04,78,90,2.06,US,1612681066
arona,28.0996,-16.681,288.71,72,75,3.09,ES,1612680986
cap-aux-meules,47.3821,-61.8597,270.15,68,0,15.43,CA,1612680781
kupang,-10.1667,123.5833,302.15,84,75,6.17,ID,1612681067
chute-aux-outardes,49.1168,-68.399,265.15,73,1,6.69,CA,1612681067
bima,-8.4667,118.7167,301.94,79,99,1.41,ID,1612681068
villaviciosa,43.4813,-5.4357,278.15,89,100,0.45,ES,1612681025
bow island,49.8668,-111.3684,249.15,77,100,2.57,CA,1612681068
noumea,-22.2763,166.4572,300.93,88,75,1.54,NC,1612681069
jabinyanah,35.035,10.9081,287.15,72,40,4.18,TN,1612681069
port lincoln,-34.7333,135.8667,291.52,65,10,6.36,AU,1612681069
geraldton,-28.7667,114.6,297.15,69,75,9.77,AU,1612681069
bowen,-20.0167,148.2333,304.15,66,100,5.14,AU,1612681069
melfi,40.9965,15.6514,288.71,100,20,4.12,IT,1612681070
mabaruma,8.2,-59.7833,294.99,98,100,1.34,GY,1612681070
dali,25.7,100.1833,290.35,29,84,4.11,CN,1612681070
slobodskoy,58.7322,50.1772,252.24,90,100,4.46,RU,1612681070
anamur,36.0751,32.8369,284.15,87,20,2.57,TR,1612681033
sambava,-14.2667,50.1667,303.04,61,77,1.71,MG,1612681071
petropavlovka,50.6114,105.3196,262.41,88,20,1.24,RU,1612681071
somerset,40.5668,-74.5496,272.04,74,1,1.54,US,1612681071
jiuquan,39.7432,98.5174,278.31,49,99,1.72,CN,1612681071
babynino,54.39,35.73,256.15,78,40,6.0,RU,1612681072
blyth,55.1271,-1.5086,274.82,69,90,6.69,GB,1612681072
pidhaytsi,49.2685,25.1334,268.15,100,75,5.0,UA,1612681072
olkhovatka,50.2831,39.2872,259.8,83,74,5.52,RU,1612681072
makakilo city,21.3469,-158.0858,295.15,60,1,1.54,US,1612681073
sao gabriel da cachoeira,-0.1303,-67.0892,295.56,98,93,0.67,BR,1612681073
maribondo,-9.5772,-36.3053,296.15,100,40,1.03,BR,1612680788
buin,-33.7333,-70.75,290.37,82,90,2.06,CL,1612681073
suntar,62.1444,117.6319,253.95,91,81,2.34,RU,1612681073
andijon,40.7821,72.3442,283.15,46,100,5.0,UZ,1612681074
tiksi,71.6872,128.8694,241.07,85,99,3.05,RU,1612681074
da nang,16.0678,108.2208,299.15,65,40,3.6,VN,1612680818
eenhana,-17.4667,16.3333,298.15,53,100,3.03,NA,1612681074
mahibadhoo,3.7833,72.9667,300.7,77,100,6.63,MV,1612681075
mitsamiouli,-11.3847,43.2844,301.89,70,13,3.34,KM,1612681075
sunbury,-37.5833,144.7333,291.48,59,75,7.72,AU,1612681040
stafford,52.8052,-2.1164,274.82,76,91,5.36,GB,1612681075
weligama,5.9667,80.4167,303.23,60,16,1.43,LK,1612681075
vitim,59.4511,112.5578,260.67,91,100,4.71,RU,1612681076
morelia,19.7008,-101.1844,285.15,62,1,0.79,MX,1612681076
san lorenzo,-25.3333,-57.5333,289.72,79,0,2.07,PY,1612681076
nouadhibou,20.931,-17.0347,288.15,77,0,9.26,MR,1612680909
dungarvan,52.0881,-7.6253,278.15,89,100,1.34,IE,1612681077
santa vitoria do palmar,-33.5189,-53.3681,290.9,89,0,2.12,BR,1612681077
petropavlovsk-kamchatskiy,53.0452,158.6483,269.15,100,75,2.0,RU,1612681077
hobyo,5.3505,48.5268,300.69,65,15,8.44,SO,1612681138
pauini,-7.7136,-66.9764,295.53,96,100,0.57,BR,1612681138
colares,38.7992,-9.4469,284.82,75,92,8.05,PT,1612681138
san policarpo,12.1791,125.5072,300.69,84,100,7.17,PH,1612681138
nabire,-3.3667,135.4833,301.01,76,100,1.03,ID,1612681138
komsomolskiy,40.4272,71.7189,283.15,43,60,2.06,UZ,1612681139
mwinilunga,-11.7358,24.4293,290.89,96,100,2.57,ZM,1612681139
sao felix do xingu,-6.6447,-51.995,295.4,94,100,0.56,BR,1612681139
mocuba,-16.8392,36.9856,303.24,70,20,0.96,MZ,1612681139
malanje,-9.5402,16.341,293.22,95,99,1.62,AO,1612680850
tongliao,43.6125,122.2653,264.36,89,20,4.06,CN,1612681140
lannion,48.75,-3.4167,278.15,87,75,2.57,FR,1612681140
wad madani,14.4012,33.5199,295.59,30,14,7.07,SD,1612681140
mukhen,48.1,136.1,254.88,91,100,1.54,RU,1612681140
ponta delgada,37.7333,-25.6667,288.71,94,75,8.75,PT,1612681140
kyra,49.5776,111.9753,261.21,87,83,1.24,RU,1612681141
kamalia,30.7333,72.65,298.59,21,0,1.12,PK,1612681141
westport,41.1415,-73.3579,273.15,50,100,1.74,US,1612680914
bubaque,11.2833,-15.8333,297.19,51,3,11.12,GW,1612681141
lufilufi,-13.8745,-171.5986,297.15,100,90,7.2,WS,1612681142
pemangkat,1.1667,108.9667,299.55,85,100,6.02,ID,1612681016
rocha,-34.4833,-54.3333,289.03,90,0,1.08,UY,1612681142
chervishevo,56.9464,65.4278,260.15,78,90,8.0,RU,1612681142
lai,9.3952,16.2989,295.58,21,0,1.87,TD,1612681142
borba,-4.3878,-59.5939,296.71,97,100,0.46,BR,1612681143
yankton,42.8711,-97.3973,253.15,84,1,1.8,US,1612681143
grand-lahou,5.1367,-5.0242,298.67,92,78,3.13,CI,1612681143
kieta,-6.2167,155.6333,301.51,77,100,2.01,PG,1612681143
santa fe,-31.6333,-60.7,293.15,84,0,2.48,AR,1612681143
